Fluss;Land;_area;_length;dissolve;scalerank;featurecla;name_alt;rivernum;note;labelrank;sov_a3;adm0_dif;level;type;admin;adm0_a3;geou_dif;geounit;gu_a3;su_dif;subunit;su_a3;brk_diff;name_long;brk_a3;brk_name;brk_group;abbrev;postal;formal_en;formal_fr;note_adm0;note_brk;name_sort;mapcolor7;mapcolor8;mapcolor9;mapcolor13;pop_est;gdp_md_est;pop_year;lastcensus;gdp_year;economy;income_grp;wikipedia;fips_10;iso_a2;iso_a3;iso_n3;un_a3;wb_a2;wb_a3;woe_id;adm0_a3_is;adm0_a3_us;adm0_a3_un;adm0_a3_wb;continent;region_un;subregion;region_wb;name_len;long_len;abbrev_len;tiny;homepart
Komo?;Ivory Coast;26,28711802;6322,065445;381River;7;River;;381;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Komo?;Burkina Faso;22,66904541;15068,47607;381River;7;River;;381;;3;BFA;0;2;Sovereign country;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;Burkina Faso;;B.F.;BF;Burkina Faso;;;;Burkina Faso;2;1;5;11;15746232;17820;-99;2006;-99;7. Least developed region;5. Low income;-99;;BF;BFA;854;854;BF;BFA;-99;BFA;BFA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;12;12;4;-99;1
Komo?;Ivory Coast;26,28711802;1199,423379;381River;7;River;;381;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Komo?;Burkina Faso;22,66904541;6204,369707;381River;7;River;;381;;3;BFA;0;2;Sovereign country;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;Burkina Faso;;B.F.;BF;Burkina Faso;;;;Burkina Faso;2;1;5;11;15746232;17820;-99;2006;-99;7. Least developed region;5. Low income;-99;;BF;BFA;854;854;BF;BFA;-99;BFA;BFA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;12;12;4;-99;1
Komo?;Ivory Coast;26,28711802;6973,070485;381River;7;River;;381;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Komo?;Burkina Faso;22,66904541;1813,351865;381River;7;River;;381;;3;BFA;0;2;Sovereign country;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;Burkina Faso;;B.F.;BF;Burkina Faso;;;;Burkina Faso;2;1;5;11;15746232;17820;-99;2006;-99;7. Least developed region;5. Low income;-99;;BF;BFA;854;854;BF;BFA;-99;BFA;BFA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;12;12;4;-99;1
Komo?;Ivory Coast;26,28711802;12345,28902;381River;7;River;;381;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Komo?;Mali;106,682411;27099,32101;381River;7;River;;381;;3;MLI;0;2;Sovereign country;Mali;MLI;0;Mali;MLI;0;Mali;MLI;0;Mali;MLI;Mali;;Mali;ML;Republic of Mali;;;;Mali;1;4;1;7;12666987;14590;-99;2009;-99;7. Least developed region;5. Low income;-99;;ML;MLI;466;466;ML;MLI;-99;MLI;MLI;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;4;4;4;-99;1
Komo?;Burkina Faso;22,66904541;8519,857893;381River;7;River;;381;;3;BFA;0;2;Sovereign country;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;Burkina Faso;;B.F.;BF;Burkina Faso;;;;Burkina Faso;2;1;5;11;15746232;17820;-99;2006;-99;7. Least developed region;5. Low income;-99;;BF;BFA;854;854;BF;BFA;-99;BFA;BFA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;12;12;4;-99;1
Ou?m?;Benin;9,568112172;1174,788269;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;1176,012739;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;4527,154669;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;7467,577827;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;411,2608503;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;344791,5943;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;384,6244812;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;155931,7675;380River;7;River;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Ou?m?;Benin;9,568112172;3165,436079;380Lake Centerline;7;Lake Centerline;;380;;5;BEN;0;2;Sovereign country;Benin;BEN;0;Benin;BEN;0;Benin;BEN;0;Benin;BEN;Benin;;Benin;BJ;Republic of Benin;;;;Benin;1;2;2;12;8791832;12830;-99;2002;-99;7. Least developed region;5. Low income;-99;;BJ;BEN;204;204;BJ;BEN;-99;BEN;BEN;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Lualaba;Democratic Republic of the Congo;189,6789034;653464,0873;37River;2;River;;37;;2;COD;0;2;Sovereign country;Democratic Republic of the Congo;COD;0;Democratic Republic of the Congo;COD;0;Democratic Republic of the Congo;COD;0;Democratic Republic of the Congo;COD;Democratic Republic of the Congo;;D.R.C.;DRC;Democratic Republic of the Congo;;;;Congo, Dem. Rep.;4;4;4;7;68692542;20640;-99;1984;-99;7. Least developed region;5. Low income;-99;;CD;COD;180;180;ZR;ZAR;-99;COD;COD;-99;-99;Africa;Africa;Middle Africa;Sub-Saharan Africa;15;32;6;-99;1
United States;United States of America;1116,361765;15971,1483;379River;7;River;;379;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
United States;United States of America;1116,361765;167783,1488;379River;7;River;;379;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
United States;United States of America;1116,361765;28252,77295;379Lake Centerline;7;Lake Centerline;;379;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Severn;Canada;1691,869075;6516,614565;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;85370,18283;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;283064,6574;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;172780,6598;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;375096,7049;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;1691,782218;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;261740,8405;378River;7;River;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;139674,1843;378Lake Centerline;7;Lake Centerline;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;12034,76534;378Lake Centerline;7;Lake Centerline;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Severn;Canada;1691,869075;11717,60507;378Lake Centerline;7;Lake Centerline;;378;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Atshan;Iraq;42,24398375;64768,13944;377River;7;River;;377;;3;IRQ;0;2;Sovereign country;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;Iraq;;Iraq;IRQ;Republic of Iraq;;;;Iraq;1;4;3;1;31129225;103900;-99;1997;-99;6. Developing region;4. Lower middle income;-99;;IQ;IRQ;368;368;IQ;IRQ;-99;IRQ;IRQ;-99;-99;Asia;Asia;Western Asia;Middle East & North Africa;4;4;4;-99;1
Kaduna;Nigeria;74,80306625;215939,4936;376River;7;River;;376;;2;NGA;0;2;Sovereign country;Nigeria;NGA;0;Nigeria;NGA;0;Nigeria;NGA;0;Nigeria;NGA;Nigeria;;Nigeria;NG;Federal Republic of Nigeria;;;;Nigeria;3;2;5;2;149229090;335400;-99;2006;-99;5. Emerging region: G20;4. Lower middle income;-99;;NG;NGA;566;566;NG;NGA;-99;NGA;NGA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;7;7;7;-99;1
Kamanga;Russia;2925,892323;879591,5014;375River;7;River;;375;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kabalebo;Guyana;17,22646128;145,8421796;374River;7;River;;374;;4;GUY;0;2;Sovereign country;Guyana;GUY;0;Guyana;GUY;0;Guyana;GUY;0;Guyana;GUY;Guyana;;Guy.;GY;Co-operative Republic of Guyana;;;;Guyana;3;1;4;8;772298;2966;-99;2002;-99;6. Developing region;4. Lower middle income;-99;;GY;GUY;328;328;GY;GUY;-99;GUY;GUY;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;4;-99;1
Kabalebo;Suriname;11,8216893;1222,350937;374River;7;River;;374;;4;SUR;0;2;Sovereign country;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;Suriname;;Sur.;SR;Republic of Suriname;;;;Suriname;1;4;7;6;481267;4254;-99;2004;-99;6. Developing region;3. Upper middle income;-99;;SR;SUR;740;740;SR;SUR;-99;SUR;SUR;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;4;-99;1
Kabalebo;Suriname;11,8216893;37060,65759;374River;7;River;;374;;4;SUR;0;2;Sovereign country;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;Suriname;;Sur.;SR;Republic of Suriname;;;;Suriname;1;4;7;6;481267;4254;-99;2004;-99;6. Developing region;3. Upper middle income;-99;;SR;SUR;740;740;SR;SUR;-99;SUR;SUR;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;4;-99;1
Kabalebo;Suriname;11,8216893;126521,9599;374Lake Centerline;7;Lake Centerline;;374;;4;SUR;0;2;Sovereign country;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;0;Suriname;SUR;Suriname;;Sur.;SR;Republic of Suriname;;;;Suriname;1;4;7;6;481267;4254;-99;2004;-99;6. Developing region;3. Upper middle income;-99;;SR;SUR;740;740;SR;SUR;-99;SUR;SUR;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;4;-99;1
Guapor?;Bolivia;92,20358723;58,23053947;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Brazil;707,1029865;345,353883;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;17100,93363;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;;;1,09E-06;373River;7;River;;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guapor?;Brazil;707,1029865;7460,449455;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;4890,10228;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Brazil;707,1029865;2687,984275;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;1516,362561;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Brazil;707,1029865;594,916446;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;;;7,44E-07;373River;7;River;;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guapor?;Bolivia;92,20358723;4,01E-08;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Bolivia;92,20358723;19924,26972;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Brazil;707,1029865;8016,228985;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;19099,70844;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;Brazil;707,1029865;4265,397773;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;619,7928466;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Guapor?;;;1,63E-07;373River;7;River;;373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guapor?;Brazil;707,1029865;92,08629077;373River;7;River;;373;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Guapor?;Bolivia;92,20358723;4973,210107;373River;7;River;;373;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
